movieId,title,genres,imdbId,tmdbId
2035,"Gods Must Be Crazy II, The (1989)",Comedy,97443,11937.0
2036,Air Bud: Golden Receiver (1998),Children|Comedy,140796,21661.0
2037,"Avengers, The (1998)",Action|Adventure,118661,9320.0
2038,How Stella Got Her Groove Back (1998),Drama|Romance,120703,33644.0
2039,"Slums of Beverly Hills, The (1998)",Comedy|Drama,120831,14662.0
2040,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance,133413,125124.0
2041,"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La) (1998)",Romance,129923,115872.0
2042,"Henry: Portrait of a Serial Killer, Part 2 (1998)",Crime|Horror,116516,39930.0
2043,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,99763,10692.0
2044,Rosemary's Baby (1968),Drama|Horror|Thriller,63522,805.0
2045,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,88323,34584.0
2046,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,100240,34636.0
2047,Attack of the Killer Tomatoes! (1978),Comedy|Horror,80391,2182.0
2048,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,94077,28070.0
2049,Your Friends and Neighbors (1998),Comedy|Drama,119517,77469.0
2050,Return to Paradise (1998),Crime|Drama|Romance|Thriller,124595,10278.0
2051,Blade (1998),Action|Horror|Thriller,120611,36647.0
2052,Dance with Me (1998),Drama|Romance,120576,17915.0
2053,Dead Man on Campus (1998),Comedy,118301,14557.0
2054,Wrongfully Accused (1998),Action|Comedy,120901,9417.0
2055,Next Stop Wonderland (1998),Comedy|Drama|Romance,119778,41469.0
2056,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama,120692,19381.0
2057,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,95709,34637.0
2058,Beetlejuice (1988),Comedy|Fantasy,94721,4011.0
2059,Déjà Vu (1997),Drama|Romance,119033,161795.0
2060,Rope (1948),Crime|Drama|Thriller,40746,1580.0
2061,Family Plot (1976),Comedy|Thriller,74512,5854.0
2062,Frenzy (1972),Thriller,68611,573.0
2063,Topaz (1969),Thriller,65112,2370.0
2064,Torn Curtain (1966),Thriller,61107,5780.0
2065,Marnie (1964),Drama|Mystery|Romance|Thriller,58329,506.0
2066,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,51207,22527.0
2067,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller,49470,574.0
2068,"Trouble with Harry, The (1955)",Comedy|Mystery,48750,11219.0
2069,I Confess (1953),Thriller,45897,30159.0
2070,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,44079,845.0
2071,Stage Fright (1950),Mystery|Romance|Thriller,42994,1978.0
2072,54 (1998),Drama,120577,3682.0
2073,I Married A Strange Person! (1997),Animation|Comedy|Fantasy|Sci-Fi,119346,51942.0
2074,Why Do Fools Fall In Love? (1998),Drama,123324,46702.0
2075,"Merry War, A (1997)",Comedy,119453,54795.0
2076,See the Sea (1997),Thriller,139564,46748.0
2077,Willow (1988),Action|Adventure|Fantasy,96446,847.0
2078,"Untouchables, The (1987)",Action|Crime|Drama,94226,117.0
2079,Dirty Work (1998),Comedy,120654,14577.0
2080,Knock Off (1998),Action,120724,37498.0
2081,Firelight (1997),Drama,119125,38621.0
2082,Modulations (1998),Documentary,139468,59138.0
2083,Phoenix (1998),Crime|Drama,119892,28047.0
2084,Under Capricorn (1949),Drama,42004,4175.0
2085,"Paradine Case, The (1947)",Drama,39694,31667.0
2086,Lifeboat (1944),Drama|War,37017,13321.0
2087,Shadow of a Doubt (1943),Crime|Drama|Thriller,36342,21734.0
2088,Saboteur (1942),Mystery|Thriller,35279,31997.0
2089,Mr. & Mrs. Smith (1941),Comedy|Romance,33922,24197.0
2090,Suspicion (1941),Film-Noir|Mystery|Thriller,34248,11462.0
2091,Jamaica Inn (1939),Drama,31505,31995.0
2092,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,30341,940.0
2093,Young and Innocent (1937),Crime|Thriller,29811,2762.0
2094,Sabotage (1936),Thriller,28212,12684.0
2095,Secret Agent (1936),Thriller,28231,2761.0
2096,"Man Who Knew Too Much, The (1934)",Drama|Thriller,25452,8208.0
2097,Waltzes from Vienna (1933),Comedy|Musical,24747,52907.0
2098,Number Seventeen (a.k.a. Number 17) (1932),Thriller,23285,15007.0
2099,Rich and Strange (1931),Comedy|Romance,23395,36049.0
2100,"Skin Game, The (1931)",Drama,22395,52748.0
2101,Elstree Calling (1930),Comedy|Musical,20852,75793.0
2102,Juno and the Paycock (1930),Drama,21015,47695.0
2103,Murder! (1930),Mystery|Thriller,21165,31930.0
2104,"Manxman, The (1929)",Drama,20142,20213.0
2105,Blackmail (1929),Drama|Thriller,19702,543.0
2106,Champagne (1928),Comedy,18756,36054.0
2107,"Farmer's Wife, The (1928)",Comedy,18876,143750.0
2108,Downhill (1927),Drama,17825,52782.0
2109,Easy Virtue (1928),Drama,17843,36055.0
2110,"Ring, The (1927)",Drama,18328,36056.0
2111,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,17075,2760.0
2112,"Pleasure Garden, The (1925)",Drama,16230,64398.0
2113,Rounders (1998),Drama,128442,10220.0
2114,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,123755,431.0
2115,Digging to China (1998),Drama,118980,31641.0
2116,Let's Talk About Sex (1998),Drama,165857,223318.0
2117,One Man's Hero (1999),Drama|War,120775,69848.0
2118,Simon Birch (1998),Drama,124879,22796.0
2119,Without Limits (1998),Drama,119934,22256.0
2120,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,75040,37550.0
2121,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,73817,37916.0
2122,My Bodyguard (1980),Drama,81207,21873.0
2123,Class (1983),Comedy,85346,21500.0
2124,"Grandview, U.S.A. (1984)",Drama,87359,84116.0
2125,Broadcast News (1987),Comedy|Drama|Romance,92699,12626.0
2126,"Allnighter, The (1987)",Comedy|Romance,92537,37818.0
2127,Working Girl (1988),Comedy|Drama|Romance,96463,3525.0
2128,Stars and Bars (1988),Action|Comedy|Romance,96166,129628.0
2129,Married to the Mob (1988),Comedy,95593,2321.0
2130,Say Anything... (1989),Comedy|Drama|Romance,98258,2028.0
2131,My Blue Heaven (1990),Comedy,100212,16384.0
2132,Men Don't Leave (1990),Drama,100134,91217.0
2133,"Cabinet of Dr. Ramirez, The (1991)",Comedy,101530,77314.0
2134,Hero (1992),Comedy|Drama,104412,10699.0
2135,Toys (1992),Comedy|Fantasy,105629,11597.0
2136,Choices (1981),Drama,82172,218624.0
2137,Young Doctors in Love (1982),Comedy,84938,47947.0
2138,Parasite (1982),Horror|Sci-Fi,84472,48311.0
2139,No Small Affair (1984),Comedy|Romance,87810,44772.0
2140,"Master, The (1984)",Action,87690,
2141,Blame It on Rio (1984),Comedy|Romance,86973,14347.0
2142,Wisdom (1986),Crime|Drama,92225,41090.0
2143,One Crazy Summer (1986),Comedy,91680,18282.0
2144,About Last Night... (1986),Comedy|Drama|Romance,90583,18169.0
2145,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,96073,11082.0
2146,We're No Angels (1989),Comedy|Crime,98625,5971.0
2147,Nothing But Trouble (1991),Adventure|Comedy,102558,11933.0
2148,"Butcher's Wife, The (1991)",Comedy|Romance,101523,20096.0
2149,Mortal Thoughts (1991),Mystery|Thriller,102469,30815.0
2150,"Few Good Men, A (1992)",Crime|Drama|Thriller,104257,881.0
2151,Indecent Proposal (1993),Drama|Romance,107211,4478.0
2152,"Century of Cinema, A (1994)",Documentary,109390,
2153,Permanent Midnight (1998),Drama,120788,22318.0
2154,One True Thing (1998),Drama,120776,53113.0
2155,Rush Hour (1998),Action|Comedy|Crime|Thriller,120812,2109.0
2156,Lilian's Story (1995),Drama,113658,122289.0
2157,Six-String Samurai (1998),Action|Adventure|Sci-Fi,118736,24746.0
2158,"Soldier's Daughter Never Cries, A (1998)",Drama,120835,72987.0
2159,Somewhere in the City (1998),Comedy|Drama,120162,193103.0
2160,Ronin (1998),Action|Crime|Thriller,122690,8195.0
2161,Urban Legend (1998),Horror|Thriller,146336,9877.0
2162,Clay Pigeons (1998),Crime,118863,26618.0
2163,Monument Ave. (1998),Action|Crime|Drama,119802,21132.0
2164,Pecker (1998),Comedy|Drama,126604,11855.0
2165,"Sheltering Sky, The (1990)",Drama,100594,24016.0
2166,Bandit Queen (1994),Drama,109206,14785.0
2167,If.... (1968),Drama,63850,14794.0
2168,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,80731,3486.0
2169,Them! (1954),Horror|Sci-Fi|Thriller,47573,11071.0
2170,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,84787,1091.0
2171,"Player, The (1992)",Comedy|Crime|Drama,105151,10403.0
2172,Stardust Memories (1980),Comedy|Drama,81554,11337.0
2173,Edward Scissorhands (1990),Drama|Fantasy|Romance,99487,162.0
2174,Overnight Delivery (1998),Comedy|Romance,117276,25723.0
2175,Shadrach (1998),Drama,144604,73351.0
2176,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,120587,8916.0
2177,"Impostors, The (1998)",Comedy,120823,28134.0
2178,"Night at the Roxbury, A (1998)",Comedy,120770,9429.0
2179,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,120889,12159.0
2180,Strangeland (1998),Thriller,124102,27791.0
2181,"Battle of the Sexes, The (1959)",Comedy,52607,43106.0
2182,"Producers, The (1968)",Comedy,63462,30197.0
2183,History of the World: Part I (1981),Comedy|Musical,82517,10156.0
2184,My Cousin Vinny (1992),Comedy,104952,10377.0
2185,Nashville (1975),Drama|Musical,73440,3121.0
2186,Love Is the Devil (1998),Drama,119577,4975.0
2187,Slam (1998),Drama,139615,37532.0
2188,Holy Man (1998),Comedy,120701,9713.0
2189,One Tough Cop (1998),Action|Crime,122642,134368.0
2190,Detroit 9000 (1973),Action|Crime,69966,85837.0
2191,"Inheritors, The (Siebtelbauern, Die) (1998)",Drama|Mystery,141824,1039.0
2192,"Mighty, The (1998)",Drama,119670,9821.0
2193,2010: The Year We Make Contact (1984),Sci-Fi,86837,4437.0
2194,Children of a Lesser God (1986),Drama,90830,1890.0
2195,"Elephant Man, The (1980)",Drama,80678,1955.0
2196,Beloved (1998),Drama,120603,39437.0
2197,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,144120,11932.0
2198,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,120791,6435.0
2199,"Alarmist, The (a.k.a. Life During Wartime) (1997)",Comedy,119534,108316.0
2200,Happiness (1998),Comedy|Drama,147612,10683.0
2201,Reach the Rock (1998),Comedy|Drama,119986,63709.0
2202,Apt Pupil (1998),Drama|Thriller,118636,9445.0
2203,Pleasantville (1998),Comedy|Drama|Fantasy,120789,2657.0
2204,Soldier (1998),Action|Sci-Fi|War,120157,9425.0
2205,"Cruise, The (1998)",Documentary,150230,32326.0
2206,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,118799,637.0
2207,Orgazmo (1997),Comedy,124819,8675.0
2208,Shattered Image (1998),Drama|Thriller,143874,125762.0
2209,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,100740,20701.0
2210,Vampires (1998),Horror|Western,120877,9945.0
2211,American History X (1998),Crime|Drama,120586,73.0
2212,Hands on a Hard Body (1996),Comedy|Documentary,116481,18603.0
2213,Living Out Loud (1998),Comedy|Drama|Romance,120722,46889.0
2214,Belly (1998),Crime|Drama,158493,12888.0
2215,Gods and Monsters (1998),Drama,120684,3033.0
2216,"Siege, The (1998)",Action|Thriller,133952,9882.0
2217,"Waterboy, The (1998)",Comedy,120484,10663.0
2218,Elizabeth (1998),Drama,127536,4518.0
2219,Velvet Goldmine (1998),Drama,120879,1808.0
2220,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,130018,3600.0
2221,I'll Be Home For Christmas (1998),Comedy|Romance,155753,17037.0
2222,Meet Joe Black (1998),Romance,119643,297.0
2223,Dancing at Lughnasa (1998),Drama,120643,5332.0
2224,Hard Core Logo (1996),Comedy|Drama,116488,21589.0
2225,"Naked Man, The (1998)",Drama,120767,8336.0
2226,Runaway Train (1985),Action|Adventure|Drama|Thriller,89941,11893.0
2227,Desert Bloom (1986),Drama,90934,123056.0
2228,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,73747,12223.0
2229,"Pope of Greenwich Village, The (1984)",Drama,87932,32081.0
2230,Sid and Nancy (1986),Drama,91954,14924.0
2231,Mona Lisa (1986),Comedy|Thriller,91538,10002.0
2232,Heart Condition (1990),Comedy,99750,41817.0
2233,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,50783,19426.0
2234,"Big Chill, The (1983)",Comedy|Drama,85244,12560.0
2235,Enemy of the State (1998),Action|Thriller,120660,9798.0
2236,"Rugrats Movie, The (1998)",Animation|Children|Comedy,134067,14444.0
2237,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,120623,9487.0
2238,Celebrity (1998),Comedy,120533,9466.0
2239,Central Station (Central do Brasil) (1998),Drama,140888,666.0
2240,Savior (1998),Drama|War,120070,2042.0
2241,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,166396,10162.0
2242,"Celebration, The (Festen) (1998)",Drama,154420,309.0
2243,Pink Flamingos (1972),Comedy,69089,692.0
2244,Glen or Glenda (1953),Drama,45826,24018.0
2245,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,47034,1678.0
2246,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller,87344,39256.0
2247,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,56142,1680.0
2248,King Kong (1933),Action|Adventure|Fantasy|Horror,24216,244.0
2249,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,74751,10730.0
2250,King Kong Lives (1986),Adventure|Sci-Fi,91344,31947.0
2251,Desperately Seeking Susan (1985),Comedy|Drama|Romance,89017,8130.0
2252,"Emerald Forest, The (1985)",Action|Adventure|Drama,89087,11532.0
2253,Fletch (1985),Comedy|Crime|Mystery,89155,9749.0
2254,Fletch Lives (1989),Comedy,97366,14628.0
2255,Red Sonja (1985),Action|Adventure|Fantasy,89893,9626.0
2256,Gung Ho (1986),Comedy|Drama,91159,13698.0
2257,"Money Pit, The (1986)",Comedy,91541,10466.0
2258,"View to a Kill, A (1985)",Action|Adventure|Thriller,90264,707.0
2259,Lifeforce (1985),Horror|Sci-Fi,89489,11954.0
2260,Police Academy (1984),Comedy|Crime,87928,9336.0
2261,Police Academy 2: Their First Assignment (1985),Comedy|Crime,89822,10157.0
2262,Police Academy 3: Back in Training (1986),Comedy|Crime,91777,12118.0
2263,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,93756,10587.0
2264,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,95882,11825.0
2265,Police Academy 6: City Under Siege (1989),Comedy|Crime,98105,11895.0
2266,Babe: Pig in the City (1998),Adventure|Children|Drama,120595,9447.0
2267,Home Fries (1998),Comedy|Romance,119304,12257.0
2268,Jerry Springer: Ringmaster (1998),Comedy|Drama,165494,37536.0
2269,Very Bad Things (1998),Comedy|Crime,124198,10029.0
2270,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,119248,27104.0
2271,Psycho (1998),Crime|Horror|Thriller,155975,11252.0
2272,Little Voice (1998),Comedy,147004,8545.0
2273,"Simple Plan, A (1998)",Crime|Drama|Thriller,120324,10223.0
2274,Jack Frost (1998),Children|Comedy|Drama,141109,9745.0
2275,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,120844,200.0
2276,"Prince of Egypt, The (1998)",Animation|Musical,120794,9837.0
2277,Rushmore (1998),Comedy|Drama,128445,11545.0
2278,Shakespeare in Love (1998),Comedy|Drama|Romance,138097,1934.0
2279,Mass Appeal (1984),Drama,87688,110643.0
2280,Miracle on 34th Street (1947),Comedy|Drama,39628,11881.0
2281,Santa Claus: The Movie (1985),Adventure|Children|Fantasy,89961,13764.0
2282,Prancer (1989),Children|Drama|Fantasy,98115,24951.0
2283,Pale Rider (1985),Western,89767,8879.0
2284,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,89880,1369.0
2285,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,83944,1368.0
2286,Rambo III (1988),Action|Adventure|Thriller|War,95956,1370.0
2287,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,89370,10303.0
2288,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,88011,9326.0
2289,Cocoon (1985),Comedy|Sci-Fi,88933,10328.0
2290,Cocoon: The Return (1988),Comedy|Sci-Fi,94890,11285.0
2291,Rocky II (1979),Action|Drama,79817,1367.0
2292,Rocky III (1982),Action|Drama,84602,1371.0
2293,Rocky IV (1985),Action|Drama,89927,1374.0
2294,Rocky V (1990),Action|Drama,100507,1375.0
2295,Clue (1985),Comedy|Crime|Mystery|Thriller,88930,15196.0
2296,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,90357,11904.0
2297,Violets Are Blue... (1986),Drama|Romance,92173,215875.0
2298,Back to School (1986),Comedy,90685,15596.0
2299,Heartburn (1986),Comedy|Drama,91188,13818.0
2300,Nothing in Common (1986),Comedy,91653,29968.0
2301,Extremities (1986),Drama|Thriller,91024,44326.0
2302,"Karate Kid, The (1984)",Drama,87538,1885.0
2303,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,91326,8856.0
2304,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,97647,10495.0
2305,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,97958,5825.0
2306,You've Got Mail (1998),Comedy|Romance,128853,9489.0
2307,"General, The (1998)",Crime,120706,16885.0
2308,"Theory of Flight, The (1998)",Comedy|Drama|Romance,120861,76857.0
2309,"Thin Red Line, The (1998)",Action|Drama|War,120863,8741.0
2310,"Faculty, The (1998)",Horror|Sci-Fi,133751,9276.0
2311,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,120751,9822.0
2312,Mighty Joe Young (1949),Adventure|Children|Drama,41650,39314.0
2313,Patch Adams (1998),Comedy|Drama,129290,10312.0
2314,Stepmom (1998),Drama,120686,9441.0
2315,"Civil Action, A (1998)",Drama,120633,9422.0
2316,Down in the Delta (1998),Drama,142231,125582.0
2317,Hurlyburly (1998),Drama,119336,24525.0
2318,Tea with Mussolini (1999),Comedy|Drama|War,120857,10368.0
2319,Wilde (1997),Drama,120514,11365.0
2320,Outside Ozona (1998),Comedy|Drama|Thriller,144546,140897.0
2321,Affliction (1997),Drama,118564,31662.0
2322,Another Day in Paradise (1998),Drama,127722,36136.0
2323,"Hi-Lo Country, The (1998)",Drama|Romance|Western,120699,1363.0
2324,Hilary and Jackie (1998),Drama,150915,46992.0
2325,Playing by Heart (1998),Drama|Romance,145734,825.0
2326,24 7: Twenty Four Seven (1997),Comedy|Drama,120391,22913.0
2327,At First Sight (1999),Drama,132512,15556.0
2328,In Dreams (1999),Horror|Thriller,120710,28902.0
2329,Varsity Blues (1999),Comedy|Drama,139699,14709.0
2330,Virus (1999),Horror|Sci-Fi,120458,9423.0
2331,"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy,93072,14443.0
2332,Howard the Duck (1986),Adventure|Comedy|Sci-Fi,91225,10658.0
2333,"Gate, The (1987)",Horror,93075,6917.0
2334,"Gate II: Trespassers, The (1990)",Horror,99636,40729.0
2335,"Boy Who Could Fly, The (1986)",Drama|Fantasy,90768,24086.0
2336,"Fly, The (1958)",Horror|Mystery|Sci-Fi,51622,11815.0
2337,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,91064,9426.0
2338,"Fly II, The (1989)",Horror|Sci-Fi,97368,10344.0
2339,Running Scared (1986),Action|Comedy,91875,15698.0
2340,Armed and Dangerous (1986),Comedy|Crime,90660,2620.0
2341,"Texas Chainsaw Massacre, The (1974)",Horror,72271,30497.0
2342,"Texas Chainsaw Massacre 2, The (1986)",Horror,92076,16337.0
2343,Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller,99994,25018.0
2344,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,110978,16780.0
2345,Ruthless People (1986),Comedy,91877,12151.0
2346,Trick or Treat (1986),Horror,92112,25438.0
2347,Deadly Friend (1986),Horror,90917,33278.0
2348,Belizaire the Cajun (1986),Drama,90710,274253.0
2349,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,91605,192.0
2350,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,91306,10945.0
2351,Peggy Sue Got Married (1986),Comedy|Drama,91738,10013.0
2352,Crocodile Dundee (1986),Adventure|Comedy,90555,9671.0
2353,Crocodile Dundee II (1988),Action|Adventure|Comedy,92493,9396.0
2354,Tough Guys (1986),Comedy,92105,11038.0
2355,Soul Man (1986),Comedy,91991,12278.0
2356,"Color of Money, The (1986)",Drama,90863,11873.0
2357,52 Pick-Up (1986),Action|Mystery|Thriller,90567,18588.0
2358,Heartbreak Ridge (1986),Action|War,91187,10015.0
2359,Firewalker (1986),Adventure,91055,12715.0
2360,¡Three Amigos! (1986),Comedy|Western,92086,8388.0
2361,Gloria (1999),Drama|Thriller,120683,45712.0
2362,Dry Cleaning (Nettoyage à sec) (1997),Drama,119773,6187.0
2363,My Name Is Joe (1998),Drama|Romance,151691,8129.0
2364,Still Crazy (1998),Comedy|Romance,149151,1618.0
2365,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller,112922,10722.0
2366,Tinseltown (1997),Comedy|Crime|Drama,120095,296543.0
2367,She's All That (1999),Comedy|Romance,160862,10314.0
2368,"24 Hour Woman, The (1998)",Comedy|Drama,138279,125548.0
2369,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy,163984,47139.0
2370,Peeping Tom (1960),Drama|Horror|Thriller,54167,11167.0
2371,Spanish Fly (1998),Drama,152548,170187.0
2372,Payback (1999),Action|Thriller,120784,2112.0
2373,Simply Irresistible (1999),Comedy|Romance,145893,16172.0
2374,20 Dates (1998),Comedy|Romance,138987,111794.0
2375,"Harmonists, The (1997)",Drama,128133,9524.0
2376,"Last Days, The (1998)",Documentary,174852,20595.0
2377,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi,70544,16306.0
2378,Blast from the Past (1999),Comedy|Romance,124298,11622.0
2379,Message in a Bottle (1999),Romance,139462,10207.0
2380,My Favorite Martian (1999),Comedy|Sci-Fi,120764,9849.0
2381,God Said 'Ha!' (1998),Comedy,119207,82865.0
2382,Jawbreaker (1999),Comedy,155776,18892.0
2383,October Sky (1999),Drama,132477,13466.0
2384,Office Space (1999),Comedy|Crime,151804,1542.0
2385,"Apple, The (Sib) (1998)",Drama,156901,43978.0
2386,200 Cigarettes (1999),Comedy|Drama,137338,15256.0
2387,8MM (1999),Drama|Mystery|Thriller,134273,8224.0
2388,"Other Sister, The (1999)",Comedy|Drama|Romance,123209,18417.0
2389,Breakfast of Champions (1999),Comedy|Sci-Fi,120618,12479.0
2390,"Breaks, The (1999)",Comedy,181322,15031.0
2391,Eight Days a Week (1997),Comedy,119054,15209.0
2392,Just the Ticket (1999),Comedy|Romance,134948,26425.0
2393,"Long Goodbye, The (1973)",Crime|Film-Noir,70334,1847.0
2394,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,84390,42113.0
2395,Pet Sematary (1989),Horror,98084,8913.0
2396,Pet Sematary II (1992),Comedy|Horror,105128,10906.0
2397,Children of the Corn II: The Final Sacrifice (1993),Horror,106557,25748.0
2398,Children of the Corn III (1994),Horror,109415,25749.0
2399,Christine (1983),Horror,85333,8769.0
2400,Night Shift (1982),Comedy,84412,14742.0
2401,House on Haunted Hill (1959),Drama|Horror|Thriller,51744,15856.0
2402,Airport (1970),Drama,65377,10671.0
2403,Airport 1975 (1974),Action|Drama|Thriller,71110,27932.0
2404,Airport '77 (1977),Drama,75648,7227.0
2405,Rollercoaster (1977),Drama|Thriller,76636,10670.0
2406,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,72308,5919.0
2407,Alligator (1980),Action|Horror|Sci-Fi,80354,33518.0
2408,Meteor (1979),Sci-Fi,79550,40160.0
2409,Westworld (1973),Action|Sci-Fi|Thriller|Western,70909,2362.0
2410,Logan's Run (1976),Action|Adventure|Sci-Fi,74812,10803.0
2411,Planet of the Apes (1968),Action|Drama|Sci-Fi,63442,871.0
2412,Beneath the Planet of the Apes (1970),Action|Sci-Fi,65462,1685.0
2413,Battle for the Planet of the Apes (1973),Action|Sci-Fi,69768,1705.0
2414,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,68408,1688.0
2415,Escape from the Planet of the Apes (1971),Action|Sci-Fi,67065,1687.0
2416,Avalanche (1978),Action,77189,166680.0
2417,Earthquake (1974),Action|Drama|Thriller,71455,11123.0
2418,"Concorde: Airport '79, The (1979)",Drama,78740,29723.0
2419,Beyond the Poseidon Adventure (1979),Adventure,78856,31638.0
2420,Dancemaker (1998),Documentary,175550,113286.0
2421,Analyze This (1999),Comedy,122933,9535.0
2422,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,142192,9455.0
2423,Cruel Intentions (1999),Drama,139134,796.0
2424,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,120735,100.0
2425,Six Ways to Sunday (1997),Comedy,127288,47501.0
2426,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,157208,77936.0
2427,Relax... It's Just Sex (1998),Comedy,159696,84586.0
2428,"Deep End of the Ocean, The (1999)",Drama,120646,30943.0
2429,Harvest (1998),Drama,125778,107946.0
2430,"Rage: Carrie 2, The (1999)",Horror,144814,7341.0
2431,Wing Commander (1999),Action|Sci-Fi,131646,10350.0
2432,"Haunting, The (1963)",Horror|Thriller,57129,11772.0
2433,Dead Ringers (1988),Drama|Horror|Thriller,94964,9540.0
2434,My Boyfriend's Back (1993),Comedy,107626,31503.0
2435,Village of the Damned (1960),Horror|Sci-Fi|Thriller,54443,11773.0
2436,Children of the Damned (1963),Horror|Sci-Fi|Thriller,56931,30202.0
2437,Baby Geniuses (1999),Comedy,118665,22345.0
2438,Telling You (1998),Comedy|Drama|Romance,120859,53685.0
2439,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,157016,1567.0
2440,Forces of Nature (1999),Comedy|Romance,141098,1641.0
2441,"King and I, The (1999)",Animation|Children,160429,47288.0
2442,Ravenous (1999),Horror|Thriller,129332,10212.0
2443,True Crime (1999),Crime|Thriller,139668,10354.0
2444,Bandits (1997),Drama,118682,11526.0
2445,Dangerous Beauty (1998),Drama,118892,8583.0
2446,"Empty Mirror, The (1996)",Drama,116192,123728.0
2447,"King and I, The (1956)",Drama|Musical|Romance,49408,16520.0
2448,Doug's 1st Movie (1999),Animation|Children,187819,16508.0
2449,EDtv (1999),Comedy,131369,11374.0
2450,"Mod Squad, The (1999)",Action|Crime,120757,16379.0
2451,Among Giants (1998),Comedy|Drama|Romance,122906,125123.0
2452,"Walk on the Moon, A (1999)",Drama|Romance,120613,28029.0
2453,"Matrix, The (1999)",Action|Sci-Fi|Thriller,133093,603.0
2454,10 Things I Hate About You (1999),Comedy|Romance,147800,4951.0
2455,Tango (1998),Drama|Musical,120274,65749.0
2456,"Out-of-Towners, The (1999)",Comedy,129280,8970.0
